< test(1) >
198 808 173
782 151 419
135 408 209
266 572 158
183 72 696
23 836 155
732 676 227
823 298 734
505 391 710
709 9 599
539 669 422
523 262 684
955 279 657
900 285 244
150 456 95
467 265 227
712 809 190
954 812 851
317 763 440
212 404 599
265 14 671
304 516 372
77 95 863
603 438 403
871 481 739
242 261 75
756 906 449
711 961 735
861 49 617
577 764 171
374 994 470
706 306 642
905 842 521
97 362 376
966 66 871
114 374 36
818 293 300
37 391 130
439 829 623
688 227 208
991 653 166
488 765 276
732 824 944
358 696 513
61 304 89
963 324 994
588 532 325
74 286 57
165 387 102
368 367 665
23 215 752
701 368 256
958 251 80
42 431 758
383 40 132
636 617 62
17 45 174
778 879 837
412 95 953

------ INPUT END --------
------ ANSWER START -----
449966

------ ANSWER END -------
< test(6) >
------ INPUT START ------
464
737 132 691
586 735 702
369 947 992
938 511 560
916 51 209
345 944 63
400 725 569
620 671 373
734 989 342
783 274 477
22 899 862
145 591 917
655 960 213
809 643 312
541 504 144
478 119 667
9 160 329
13 344 238
630 747 40
402 880 68
224 119 986
764 853 54
198 900 525
562 897 496
83 376 712
642 354 799
694 872 590
141 381 777
457 85 260
645 35 730
915 878 69
470 881 172
83 83 668
151 431 794
288 338 306
492 142 883
720 52 275
558 390 145
904 3 598
817 774 696
878 852 185
423 798 31
658 788 933
958 151 236
585 559 42
92 315 965
966 152 178
497 899 449
249 261 24
276 313 848
353 758 857
486 651 447
334 210 787
214 168 10
809 838 479
880 469 223
318 62 473
18 145 891
814 135 910
95 277 902
201 897 751
350 235 958
793 333 375
139 291 985
622 509 790
929 667 457
568 856 146
285 775 1000
18 875 135
570 618 313
53 66 838
558 349 433
664 646 811
6 793 906
754 870 860
139 436 777
542 243 320
579 758 59
155 1 17
891 479 411
791 680 43
948 891 560
456 927 961
981 206 981
555 877 720
526 177 759
822 726 695
831 86 588
779 182 305
847 362 376
991 327 101
549 249 840
112 329 681
350 497 110
595 80 764
118 765 132
374 391 665
625 520 864
722 715 272
540 714 642
457 107 729
150 568 309
472 959 574
530 480 245
585 824 654
493 436 533
622 77 410
547 199 871
397 115 102
757 513 35
773 471 766
870 364 32
854 780 757
340 156 831
372 799 135
782 346 753
62 178 731
606 847 683
292 971 302
373 646 370
40 95 813
380 529 956
832 757 689
933 592 172
811 581 835
416 400 286
312 308 657
115 888 691
184 13 565
212 212 798
91 422 372
52 414 109
372 161 564
242 850 902
128 605 107
841 41 463
241 899 29
435 461 796
385 911 654
769 170 491
510 234 106
715 626 576
793 734 628
955 646 12
61 631 575
699 224 985
643 288 140
646 363 837
277 13 174
77 615 557
131 914 378
267 935 635
10 129 430
126 802 836
57 938 99
582 65 737
62 621 173
742 887 900
523 688 145
903 509 898
466 813 905
71 933 143
617 868 59
4 205 566
206 677 649
412 995 682
399 64 764
810 198 324
456 94 601
35 668 846
306 523 879
571 191 300
887 51 800
406 351 926
617 967 714
272 216 199
990 964 519
429 503 478
837 60 510
460 789 178
636 883 223
450 758 720
656 200 621
126 160 800
2 314 756
936 647 261
478 753 414
211 741 677
368 256 167
430 756 90
438 264 107
777 43 909
238 653 123
756 124 255
126 106 551
455 930 311
511 209 552
529 661 14
807 77 382
336 30 115
420 296 415
59 635 968
841 850 677
469 997 585
45 716 307
311 562 86
819 396 190
713 316 11
593 909 358
330 852 884
348 21 47
806 479 689
302 26 571
965 207 350
233 116 687
892 892 576
254 903 132
323 66 37
632 363 327
794 321 412
155 563 641
260 647 993
667 62 296
60 674 454
515 187 211
217 981 477
418 873 14
582 689 43
257 995 455
247 688 654
2 351 984
281 303 267
586 862 78
904 797 136
625 793 656
700 347 492
619 317 266
961 874 99
290 637 688
991 544 452
722 614 882
984 13 896
212 610 682
405 752 97
794 581 154
474 653 798
543 32 548
584 974 508
903 395 261
100 981 863
697 585 565
884 16 304
509 275 635
205 937 335
61 193 300
143 747 490
743 138 9
547 697 267
42 788 425
221 643 802
523 132 400
664 278 810
368 682 232
114 421 365
844 261 467
278 99 719
507 477 497
455 622 537
133 854 883
967 606 591
523 842 775
315 159 796
571 990 595
793 125 899
933 570 782
576 997 436
407 128 189
791 724 154
898 396 282
457 821 131
644 737 803
45 206 966
184 865 158
641 317 955
519 414 965
354 409 990
220 802 353
570 560 112
545 609 775
774 766 917
738 344 965
513 523 534
210 116 481
174 15 441
896 246 800
565 533 290
569 438 642
94 388 887
259 242 421
106 780 474
995 761 159
325 562 30
262 523 726
612 431 614
483 405 836
305 676 893
153 39 579
313 366 367
584 315 236
115 731 308
743 330 177
677 354 962
646 325 438
750 469 334
264 608 357
102 908 314
164 573 949
242 86 175
737 813 583
898 795 885
402 720 244
888 307 631
372 398 356
352 857 801
85 968 490
512 534 469
919 484 141
312 543 270
877 781 854
871 489 189
938 755 785
101 530 261
839 738 609
792 514 194
324 992 323
206 817 229
670 373 26
862 651 818
445 178 658
647 175 434
881 807 863
748 803 2
376 115 480
881 822 273
573 743 880
715 118 751
762 94 200
908 932 645
768 86 577
74 374 651
679 827 104
91 677 735
38 122 986
958 50 278
617 692 29
634 396 91
944 709 215
883 46 667
801 866 432
498 78 814
780 671 749
303 714 814
13 766 856
979 468 291
986 364 386
606 153 766
378 398 38
821 154 143
9 618 166
336 145 490
89 800 170
172 480 970
383 414 447
808 90 743
399 915 204
119 279 295
908 242 148
114 636 122
292 1000 392
563 410 393
714 766 207
658 751 777
748 359 393
42 30 144
642 733 559
472 876 449
747 691 806
23 585 575
455 104 448
662 671 230
743 839 608
1 778 701
118 37 929
299 768 435
251 32 406
894 301 339
515 56 427
160 566 301
388 276 846
248 912 179
986 933 68
283 310 9
283 374 12
818 409 340
923 4 606
613 825 199
344 541 137
407 196 657
722 567 156
555 557 79
377 588 755
14 395 51
347 67 884
677 909 153
27 201 801
668 938 162
929 754 241
675 899 156
286 768 462
296 54 198
520 541 557
335 540 21
793 717 305
427 811 882
330 399 468
899 394 914
124 196 413
536 961 376
142 790 783
324 371 941
929 835 235
53 82 587
472 695 229
469 850 123
823 869 807
47 992 259
999 491 250
582 798 941
60 764 632
216 233 22
272 799 89
801 132 766
991 550 744
705 1 14
147 227 845
880 323 392
177 249 744
551 755 60
266 465 741
52 713 314
241 472 872
335 589 357
667 199 734
971 536 909
507 106 430
925 354 373
393 956 179
118 259 631
443 124 787
87 606 184
910 41 473
411 431 443
637 977 372
608 960 623

------ INPUT END --------
------ ANSWER START -----
328930

------ ANSWER END -------
< test(7) >
------ INPUT START ------
723
858 900 69
226 918 211
951 343 933
239 39 573
886 53 379
409 574 550
81 10 697
796 515 4
623 606 515
77 110 382
820 271 161
672 734 322
257 374 164
268 595 5
536 497 784
599 807 941
503 706 206
192 224 425
545 114 16
413 450 433
786 1000 163
742 224 91
794 653 150
92 610 656
581 179 369
652 770 235
585 870 177
805 469 36
660 171 116
840 199 936
223 729 665
437 532 983
949 470 694
998 979 499
821 985 79
444 559 903
285 784 907
39 372 271
648 101 178
743 165 25
207 97 924
549 398 966
315 793 913
423 908 300
518 785 40
137 935 339
34 962 589
137 281 902
494 982 136
873 885 854
187 160 83
911 138 752
534 400 263
160 87 123
710 120 153
511 639 235
148 247 724
317 594 14
517 44 687
820 484 629
58 798 709
982 719 819
110 484 103
164 381 384
117 642 36
877 61 490
438 242 29
761 393 316
310 738 619
664 875 555
769 877 310
79 469 382
222 581 55
620 507 638
182 245 310
780 497 612
356 602 239
467 138 891
482 259 896
94 491 557
984 982 957
748 179 274
603 54 397
415 174 196
844 364 974
601 227 631
15 620 872
425 438 356
868 698 835
414 207 740
858 820 195
422 985 811
140 188 376
55 773 18
678 123 583
211 125 871
422 124 1000
674 192 747
639 883 860
334 803 722
68 896 763
547 542 421
452 487 514
64 905 48
52 395 876
327 624 1
484 464 254
870 654 518
332 295 104
782 712 558
581 692 408
425 178 868
334 139 933
924 786 160
396 219 83
875 207 228
80 627 942
906 406 12
70 839 513
601 846 140
928 958 983
557 833 79
721 453 893
992 158 46
588 447 937
48 209 425
999 125 458
295 574 534
514 610 908
40 1 11
218 716 370
200 230 316
45 924 1
742 57 788
778 515 436
378 264 544
296 438 198
473 753 274
603 999 778
603 402 85
43 527 166
160 305 951
521 971 507
444 76 879
940 243 224
115 257 10
397 651 449
888 273 492
42 17 222
283 827 338
697 559 973
54 924 685
563 353 303
616 143 907
183 559 982
820 972 416
498 218 846
588 368 540
968 795 621
758 996 639
150 565 324
342 672 122
325 603 277
452 641 924
115 669 395
307 791 373
622 501 471
753 141 291
191 969 802
826 982 686
417 442 397
122 743 46
611 753 395
778 970 260
413 736 478
485 557 710
417 217 847
24 433 948
908 125 97
164 985 314
365 761 238
641 525 765
222 457 693
660 556 566
442 109 35
8 819 85
83 512 13
613 374 535
599 278 572
326 766 578
394 800 707
986 117 941
769 259 128
787 755 931
32 900 699
827 670 115
875 370 374
348 559 912
289 727 516
798 388 516
152 50 233
653 303 415
224 245 846
321 966 518
916 97 73
33 953 238
583 232 518
35 958 839
780 959 226
239 253 570
632 603 418
118 222 115
4 652 359
836 770 919
538 126 501
279 985 104
774 842 981
672 142 119
268 505 69
304 472 307
55 114 269
218 832 433
210 960 175
158 551 569
149 846 8
178 411 245
369 253 939
643 255 486
358 186 905
85 37 574
240 38 205
672 747 480
462 77 442
765 712 22
777 153 425
889 165 801
250 672 158
802 853 809
566 657 221
734 394 245
879 786 624
994 673 861
749 496 431
416 101 530
601 774 874
190 18 67
597 741 837
979 347 239
370 434 853
174 116 304
24 222 841
94 351 99
823 915 386
591 887 843
155 37 682
770 713 700
234 277 799
33 139 966
612 262 493
43 103 932
46 63 851
423 146 229
146 734 449
108 90 530
384 75 650
545 260 833
272 893 125
552 311 539
247 426 36
267 535 176
84 119 3
955 217 730
589 75 610
731 625 409
922 596 705
362 897 67
61 873 72
117 48 631
651 450 262
517 912 791
593 536 312
467 730 765
278 361 821
756 477 482
31 482 85
334 232 40
660 369 393
475 637 240
779 640 37
639 983 13
26 766 529
744 452 859
882 394 408
527 779 64
493 907 951
928 808 211
635 156 235
738 194 723
156 683 446
880 710 852
116 784 330
490 15 16
286 94 297
452 26 312
627 813 782
434 403 195
429 505 440
958 591 114
319 458 310
822 41 64
516 124 449
421 744 3
727 721 909
481 946 342
935 805 456
697 434 833
656 400 634
845 937 115
350 887 676
170 914 782
906 296 938
106 148 419
728 489 306
174 997 484
562 776 686
935 657 880
222 833 541
821 697 458
164 462 539
763 134 673
757 680 116
582 993 266
974 577 588
232 166 962
290 659 601
147 800 447
750 271 710
869 272 724
361 178 247
916 674 795
213 477 995
385 811 80
295 170 780
203 281 58
434 566 598
91 210 341
643 917 745
972 409 271
663 878 690
971 918 814
329 898 140
19 644 699
465 526 207
186 19 674
983 960 297
448 503 217
597 349 607
14 195 283
436 962 425
947 576 367
255 332 290
2 39 268
277 354 818
749 587 954
850 716 417
756 260 334
922 650 957
333 965 318
102 698 285
537 527 479
437 164 81
11 964 255
324 267 678
854 220 270
83 39 186
670 718 166
575 584 980
631 756 974
325 987 200
268 206 880
275 882 311
245 983 692
398 881 370
894 498 466
282 90 783
340 475 513
621 338 886
749 90 569
302 221 312
628 133 727
753 19 921
915 481 774
850 62 716
300 472 243
380 669 28
893 674 564
998 733 789
831 794 814
324 21 705
353 112 939
526 407 631
379 176 431
23 958 270
255 772 885
589 14 312
482 508 663
455 805 604
227 390 610
27 957 149
79 9 564
516 847 80
404 791 993
35 459 557
356 753 162
694 249 142
263 770 330
987 412 979
671 57 23
555 578 562
228 771 139
436 76 173
78 51 977
348 660 121
332 872 222
752 674 657
971 935 420
919 626 210
767 176 750
1 737 483
203 280 416
21 865 622
708 716 975
779 702 553
318 224 361
76 715 150
717 860 505
731 843 164
580 644 13
884 613 534
747 322 812
379 490 584
293 855 129
594 463 309
710 878 257
760 375 624
775 756 326
152 305 705
967 623 402
108 864 708
202 731 12
1000 58 431
915 440 64
541 467 878
758 115 126
844 102 800
841 804 162
119 840 880
903 61 195
932 69 511
925 300 669
367 300 972
720 313 232
413 751 755
149 149 483
698 682 917
451 171 557
620 928 501
217 510 966
323 332 9
995 533 607
325 482 219
803 788 908
557 206 276
11 138 871
519 958 592
900 397 386
816 937 176
50 806 886
404 855 15
477 89 199
949 752 280
976 33 417
161 639 694
170 421 733
131 452 392
749 105 231
778 391 26
321 537 407
421 80 840
102 701 569
503 999 764
708 182 280
806 969 765
924 442 64
292 99 409
44 944 326
903 884 109
362 538 841
128 641 92
256 894 163
73 881 503
461 619 826
363 957 229
249 20 648
840 439 439
57 468 202
997 615 711
891 354 76
852 659 785
335 638 633
93 296 11
948 583 71
631 386 88
785 214 335
889 996 669
156 33 126
127 98 447
961 175 20
270 265 275
153 772 10
907 859 329
205 809 102
311 741 854
278 139 906
808 221 804
401 77 185
31 87 177
546 933 408
135 838 989
807 271 491
632 352 967
463 806 450
622 507 968
86 631 92
904 813 446
985 619 287
324 924 301
181 129 515
582 239 173
639 567 478
685 105 465
986 228 396
126 655 990
954 274 606
173 180 973
589 808 20
367 443 291
626 784 727
789 413 327
356 906 883
912 867 528
170 622 428
534 91 649
727 372 737
13 930 640
913 749 509
306 965 802
442 922 81
469 470 892
436 492 486
7 745 723
827 202 399
484 765 749
207 531 937
825 490 101
461 305 733
390 987 819
735 968 187
871 426 393
804 904 892
975 466 683
817 372 511
268 408 5
778 243 76
160 676 275
91 202 796
75 391 179
117 925 812
453 677 698
623 434 200
533 195 81
18 825 56
768 240 893
981 518 989
22 435 998
197 53 261
232 138 855
210 240 147
831 865 611
741 160 914
558 478 877
849 206 176
976 359 836
299 720 865
869 405 442
736 891 967
153 472 977
638 527 431
393 77 877
333 82 959
625 730 910
765 434 197
485 279 756
893 945 388
739 689 270
915 639 75
209 163 426
677 786 54
902 837 716
196 723 194
800 553 912
172 738 623
774 408 665
631 913 835
285 838 82
704 540 825
62 745 666
694 786 492
733 183 310
364 72 630
448 533 361
733 404 956
125 106 199
424 617 512
950 653 990
531 785 761
290 224 8
311 283 61
629 432 911
868 4 253
759 464 13
316 653 980
80 326 757
568 130 696
710 165 234
577 690 245
485 10 202
393 250 65
305 922 914
75 593 895
834 48 955
759 840 580
225 534 430
395 114 933
970 978 754
600 810 889
308 726 890
767 54 521
375 345 735
610 471 390
86 753 439
648 482 885
686 808 7
298 436 315
160 580 243
28 527 68
770 363 449
733 802 906
713 585 822
692 727 715
734 175 997
809 959 109
361 362 680
207 723 188
445 429 679
560 488 29
234 724 444
255 609 260
128 392 403
524 149 735
286 481 524
937 308 763
878 897 120
63 70 781
81 77 165
400 878 452
953 329 628
96 884 662
783 948 139
171 560 104
769 312 597
286 325 721
970 19 342
811 94 953
545 788 384
116 659 130
881 595 801
252 313 455
141 292 600
638 868 279
500 184 227
111 786 3
713 352 916
860 943 329
273 912 6
40 663 929
17 123 972
713 796 349
948 75 462
100 918 946
549 644 550
462 320 676
791 937 421
508 499 510
990 962 495
369 666 864
63 951 681
337 231 683
251 859 324
685 321 355
241 507 620
59 915 335
17 30 304
968 763 738
472 537 912
539 807 622
65 265 339
295 874 921
864 337 371
842 190 791
371 782 123
443 115 177
328 152 372

------ INPUT END --------
------ ANSWER START -----
508633

------ ANSWER END -------
< test(8) >
------ INPUT START ------
539
275 431 9
190 181 685
791 758 909
57 579 34
204 714 717
575 373 767
321 753 879
641 674 888
851 778 415
375 543 349
992 850 457
502 142 920
805 341 944
710 275 654
100 740 198
372 245 836
114 550 677
37 872 311
777 307 759
363 442 297
476 961 973
519 795 72
916 64 692
355 681 222
662 964 171
755 664 765
412 598 275
369 412 546
718 196 176
687 418 967
691 545 29
323 726 425
220 594 331
996 379 7
712 254 749
853 468 601
313 517 875
349 884 821
71 484 650
818 3 340
377 360 812
204 910 983
500 581 545
536 11 204
173 621 548
882 239 61
90 843 172
827 512 467
668 339 51
277 155 97
613 738 286
495 23 195
466 441 762
845 859 309
689 585 354
989 805 890
366 557 456
506 372 758
387 712 453
690 469 523
637 679 269
610 654 135
186 35 431
623 691 903
898 836 912
317 983 176
49 36 529
877 844 23
671 661 40
713 853 820
606 656 467
388 207 465
463 715 222
195 504 534
541 409 835
588 16 953
984 198 205
914 426 444
982 648 324
899 323 134
715 30 454
133 137 200
136 999 721
964 513 319
34 648 745
188 507 418
48 396 950
524 783 427
513 441 294
770 830 324
272 398 918
388 28 337
538 801 934
142 982 163
802 957 620
59 812 855
919 182 310
256 53 340
608 259 594
934 564 970
805 240 126
664 92 75
427 858 226
639 737 671
841 181 957
235 312 510
873 38 267
253 907 31
444 819 495
909 681 334
33 545 714
979 656 426
601 238 161
122 133 95
822 900 41
602 65 406
920 726 462
484 414 713
473 859 202
150 152 334
731 48 681
830 277 916
93 780 904
65 684 245
834 832 249
337 828 36
845 459 777
760 229 585
150 538 510
695 723 613
260 508 237
485 402 671
14 831 575
572 930 499
234 936 28
148 711 661
451 77 599
935 348 804
839 894 452
603 322 493
453 756 41
607 99 975
593 46 477
552 825 593
712 905 911
54 984 643
637 887 198
40 216 230
108 603 854
354 488 274
248 3 834
412 497 476
907 154 359
704 891 108
263 263 51
854 61 110
405 175 641
258 276 882
549 732 160
310 212 481
644 227 937
742 405 571
891 949 570
211 717 55
386 80 964
988 632 273
939 186 187
707 494 166
262 247 554
796 296 253
623 922 367
925 480 896
998 776 778
307 428 441
264 281 575
750 156 193
990 511 779
784 84 140
899 695 800
271 477 90
417 906 895
907 57 569
516 979 639
238 606 354
177 637 923
703 771 460
132 17 785
72 57 899
876 334 614
983 243 459
329 619 225
543 242 221
910 292 709
771 24 924
876 527 809
188 721 368
987 551 313
275 30 848
640 574 119
921 312 783
683 24 872
722 789 176
829 642 269
761 56 728
195 444 874
962 597 618
626 360 928
740 579 167
589 557 11
603 200 313
534 381 33
657 552 185
729 397 330
312 192 602
863 683 527
298 276 961
23 440 144
732 909 619
137 126 413
764 569 403
734 579 691
961 284 195
577 942 166
84 667 252
774 779 84
396 845 900
255 842 977
248 254 962
548 450 14
204 388 368
747 175 610
771 749 719
278 127 306
476 855 851
363 908 259
162 203 30
59 970 851
